"","variety","text_ID","verb","mode","genre","Source.Ole","Source.Jenny","subject_3","source.ct","spoken.ct"
"1420","GB","GB-S2A-021","have to","spoken","unsp","SUB","SUB","first",1,1
"1421","GB","GB-S1B-022","have to","spoken","bdis","SUB","SUB","third",1,1
"1422","GB","GB-S1B-041","(have) got to","spoken","bint","OBJ","SUB","second",0,1
"1425","GB","GB-S1B-030","have to","spoken","bdis","SUB","SUB","first",1,1
"1426","GB","GB-S1B-030","have to","spoken","bdis","SUB","SUB","first",1,1
"1427","GB","GB-S1B-031","have to","spoken","bdis","SUB","SUB","first",1,1
"1433","GB","GB-W1B-005","have to","written","sl","X","SUB","first",0.5,-1
"1434","GB","GB-W1B-009","have to","written","sl","SUB","SUB","first",1,-1
"1436","GB","GB-S1B-045","have to","spoken","bint","SUB","SUB","first",1,1
"1437","GB","GB-S2A-023","need to","spoken","unsp","SUB","SUB","first",1,1
"1438","GB","GB-S1B-072","need to","spoken","btran","SUB","SUB","second",1,1
"1443","USA","USA-W2D-011","need to","written","SkHo","OBJ","OBJ","second",-1,-1
"1444","USA","USA-W2F-001","have to","written","nov","OBJ","SUB","third",0,-1
"1445","USA","USA-W2F-008","have to","written","nov","SUB","SUB","first",1,-1
"1446","USA","USA-W1B-004","have to","written","sl","SUB","SUB","first",1,-1
"1447","USA","USA-W1B-009","have to","written","sl","SUB","SUB","first",1,-1
"1450","USA","USA-W2F-008","have to","written","nov","OBJ","SUB","third",0,-1
"1451","USA","USA-W2B-004","have to","written","PHum","X","SUB","third",0.5,-1
"1452","USA","USA-W2A-012","need to","written","ASoc","SUB","OBJ","third",0,-1
"1453","USA","USA-W2C-014","have to","written","rep","SUB","SUB","third",1,-1
"1455","USA","USA-W2C-004","need to","written","rep","SUB","SUB","third",1,-1
"1456","USA","USA-W1B-009","need to","written","sl","SUB","SUB","first",1,-1
"1457","USA","USA-W1B-009","need to","written","sl","SUB","SUB","first",1,-1
"1460","USA","USA-W2B-035","have to","written","PTec","OBJ","OBJ","third",-1,-1
"1461","USA","USA-W2E-008","need to","written","ed","SUB","SUB","third",1,-1
"1462","USA","USA-W2E-009","need to","written","ed","OBJ","SUB","third",0,-1
"1463","USA","USA-W2B-017","have to","written","PSoc","OBJ","OBJ","third",-1,-1
"1464","USA","USA-W2B-016","need to","written","PSoc","SUB","SUB","third",1,-1
"1465","USA","USA-W2B-019","need to","written","PSoc","OBJ","SUB","third",0,-1
"1466","USA","USA-W2B-020","have to","written","PSoc","OBJ","SUB","third",0,-1
"1469","USA","USA-W1B-001","have to","written","sl","OBJ","SUB","third",0,-1
"1470","USA","USA-W2C-011","have to","written","rep","SUB","SUB","first",1,-1
"1471","USA","USA-W2C-002","need to","written","rep","SUB","SUB","third",1,-1
"1472","USA","USA-W2C-002","need to","written","rep","SUB","SUB","third",1,-1
"1474","USA","USA-W2C-016","have to","written","rep","OBJ","SUB","second",0,-1
"1476","USA","USA-W2F-008","have to","written","nov","OBJ","SUB","second",0,-1
"1477","USA","USA-W2E-002","need to","written","ed","OBJ","SUB","third",0,-1
"1478","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","third",-1,-1
"1479","USA","USA-W2C-018","need to","written","rep","OBJ","SUB","third",0,-1
"1482","USA","USA-W2A-014","need to","written","ASoc","OBJ","SUB","third",0,-1
"1485","USA","USA-W1B-007","have to","written","sl","OBJ","OBJ","first",-1,-1
"1486","USA","USA-W2B-035","need to","written","PTec","OBJ","SUB","third",0,-1
"1487","USA","USA-W2C-016","need to","written","rep","SUB","OBJ","third",0,-1
"1488","USA","USA-W2C-016","have to","written","rep","OBJ","SUB","third",0,-1
"1491","USA","USA-W2D-018","need to","written","SkHo","OBJ","SUB","second",0,-1
"1492","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1494","USA","USA-W2C-001","need to","written","rep","SUB","SUB","third",1,-1
"1495","USA","USA-W1B-011","have to","written","sl","SUB","OBJ","third",0,-1
"1497","USA","USA-W1B-015","need to","written","sl","OBJ","OBJ","first",-1,-1
"1498","USA","USA-W2D-019","have to","written","SkHo","OBJ","SUB","second",0,-1
"1499","USA","USA-W2C-011","have to","written","rep","SUB","SUB","first",1,-1
"1500","USA","USA-W2C-014","need to","written","rep","SUB","SUB","first",1,-1
"1501","USA","USA-W2B-024","have to","written","PNat","OBJ","OBJ","third",-1,-1
"1502","USA","USA-W2D-019","have to","written","SkHo","OBJ","SUB","second",0,-1
"1505","USA","USA-W2E-002","need to","written","ed","SUB","SUB","third",1,-1
"1506","USA","USA-W2B-013","have to","written","PSoc","OBJ","OBJ","third",-1,-1
"1508","USA","USA-W2D-018","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1509","USA","USA-W2D-016","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1510","USA","USA-W2B-013","need to","written","PSoc","SUB","SUB","third",1,-1
"1511","USA","USA-W1B-001","have to","written","sl","X","SUB","third",0.5,-1
"1513","USA","USA-W2C-009","have to","written","rep","SUB","SUB","first",1,-1
"1514","USA","USA-W2D-018","need to","written","SkHo","OBJ","OBJ","second",-1,-1
"1515","USA","USA-W2D-013","need to","written","SkHo","OBJ","SUB","second",0,-1
"1519","USA","USA-W2E-008","have to","written","ed","SUB","SUB","third",1,-1
"1521","USA","USA-W2C-002","have to","written","rep","OBJ","SUB","third",0,-1
"1522","USA","USA-W2B-036","need to","written","PTec","X","SUB","second",0.5,-1
"1523","USA","USA-W2D-012","need to","written","SkHo","OBJ","OBJ","second",-1,-1
"1524","USA","USA-W2F-009","have to","written","nov","SUB","SUB","second",1,-1
"1527","USA","USA-W2C-017","have to","written","rep","SUB","SUB","first",1,-1
"1529","USA","USA-W2B-012","have to","written","PSoc","OBJ","SUB","third",0,-1
"1530","USA","USA-W2C-009","need to","written","rep","OBJ","SUB","first",0,-1
"1531","USA","USA-W2C-016","have to","written","rep","X","X","third",0,-1
"1532","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1533","USA","USA-W2B-011","have to","written","PSoc","OBJ","OBJ","second",-1,-1
"1534","USA","USA-W2F-017","have to","written","nov","OBJ","OBJ","first",-1,-1
"1535","USA","USA-W2B-004","have to","written","PHum","SUB","SUB","third",1,-1
"1536","USA","USA-W1B-012","(have) got to","written","sl","OBJ","SUB","first",0,-1
"1537","USA","USA-W1B-004","have to","written","sl","OBJ","SUB","first",0,-1
"1538","USA","USA-W1B-007","have to","written","sl","OBJ","SUB","first",0,-1
"1539","USA","USA-W1B-005","have to","written","sl","SUB","SUB","first",1,-1
"1540","USA","USA-W2A-015","have to","written","ASoc","OBJ","OBJ","first",-1,-1
"1542","USA","USA-W1B-007","have to","written","sl","SUB","SUB","first",1,-1
"1543","USA","USA-W1B-007","have to","written","sl","OBJ","OBJ","first",-1,-1
"1544","USA","USA-W1B-012","have to","written","sl","OBJ","OBJ","first",-1,-1
"1545","USA","USA-W1B-013","(have) got to","written","sl","SUB","SUB","first",1,-1
"1547","USA","USA-W1B-006","have to","written","sl","SUB","SUB","first",1,-1
"1548","USA","USA-W2C-003","have to","written","rep","OBJ","OBJ","third",-1,-1
"1549","USA","USA-W1B-015","need to","written","sl","OBJ","OBJ","first",-1,-1
"1550","USA","USA-W2B-017","have to","written","PSoc","SUB","SUB","first",1,-1
"1551","USA","USA-W2B-035","need to","written","PTec","OBJ","OBJ","third",-1,-1
"1553","USA","USA-W2D-016","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1554","USA","USA-W2F-008","have to","written","nov","SUB","SUB","first",1,-1
"1555","USA","USA-W2F-008","have to","written","nov","X","SUB","first",0.5,-1
"1558","USA","USA-W2B-013","need to","written","PSoc","SUB","SUB","first",1,-1
"1559","USA","USA-W2D-012","need to","written","SkHo","OBJ","SUB","third",0,-1
"1560","USA","USA-W2D-019","have to","written","SkHo","OBJ","SUB","third",0,-1
"1561","USA","USA-W2D-012","need to","written","SkHo","OBJ","SUB","second",0,-1
"1562","USA","USA-W2C-014","need to","written","rep","SUB","SUB","first",1,-1
"1563","USA","USA-W1B-008","have to","written","sl","OBJ","OBJ","first",-1,-1
"1564","USA","USA-W1B-007","need to","written","sl","X","SUB","first",0.5,-1
"1565","USA","USA-W2B-016","need to","written","PSoc","SUB","SUB","third",1,-1
"1566","USA","USA-W2B-018","(have) got to","written","PSoc","OBJ","SUB","third",0,-1
"1567","USA","USA-W2D-011","have to","written","SkHo","SUB","SUB","second",1,-1
"1568","USA","USA-W1B-008","have to","written","sl","OBJ","SUB","second",0,-1
"1569","USA","USA-W1B-007","have to","written","sl","OBJ","OBJ","first",-1,-1
"1570","USA","USA-W2C-004","have to","written","rep","OBJ","OBJ","third",-1,-1
"1571","USA","USA-W1B-012","have to","written","sl","OBJ","SUB","first",0,-1
"1572","USA","USA-W2C-004","have to","written","rep","SUB","SUB","third",1,-1
"1573","USA","USA-W2E-004","need to","written","ed","SUB","SUB","first",1,-1
"1574","USA","USA-W2B-035","have to","written","PTec","X","SUB","second",0.5,-1
"1575","USA","USA-W2C-008","have to","written","rep","SUB","SUB","third",1,-1
"1576","USA","USA-W2B-002","have to","written","PHum","OBJ","OBJ","third",-1,-1
"1577","USA","USA-W2B-019","need to","written","PSoc","SUB","SUB","third",1,-1
"1578","USA","USA-W2D-016","have to","written","SkHo","OBJ","OBJ","third",-1,-1
"1579","USA","USA-W2B-004","need to","written","PHum","OBJ","OBJ","third",-1,-1
"1580","USA","USA-W2B-027","need to","written","PNat","OBJ","OBJ","third",-1,-1
"1581","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1582","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1583","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","third",-1,-1
"1584","USA","USA-W2D-019","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1586","USA","USA-W2C-009","have to","written","rep","X","SUB","second",0.5,-1
"1587","USA","USA-W2E-007","need to","written","ed","SUB","SUB","third",1,-1
"1588","USA","USA-W2C-018","have to","written","rep","OBJ","OBJ","third",-1,-1
"1590","USA","USA-W2B-019","need to","written","PSoc","SUB","SUB","third",1,-1
"1591","USA","USA-W2D-020","need to","written","SkHo","OBJ","OBJ","second",-1,-1
"1592","USA","USA-W2B-019","have to","written","PSoc","OBJ","SUB","second",0,-1
"1593","USA","USA-W1B-013","have to","written","sl","SUB","SUB","first",1,-1
"1594","USA","USA-W2D-014","(have) got to","written","SkHo","OBJ","OBJ","second",-1,-1
"1595","USA","USA-W1B-008","need to","written","sl","SUB","SUB","first",1,-1
"1596","USA","USA-W2E-008","have to","written","ed","OBJ","OBJ","third",-1,-1
"1597","USA","USA-W2E-002","have to","written","ed","OBJ","OBJ","third",-1,-1
"1599","USA","USA-W2F-008","have to","written","nov","OBJ","OBJ","second",-1,-1
"1600","USA","USA-W2F-020","have to","written","nov","SUB","SUB","first",1,-1
"1601","USA","USA-W2D-011","need to","written","SkHo","OBJ","SUB","second",0,-1
"1603","USA","USA-W2C-014","have to","written","rep","OBJ","OBJ","second",-1,-1
"1604","USA","USA-W1B-012","have to","written","sl","OBJ","OBJ","third",-1,-1
"1605","USA","USA-W1B-007","have to","written","sl","OBJ","OBJ","second",-1,-1
"1608","USA","USA-W1B-002","need to","written","sl","SUB","SUB","first",1,-1
"1609","USA","USA-W2F-004","have to","written","nov","X","X","third",0,-1
"1610","USA","USA-W2F-002","(have) got to","written","nov","SUB","SUB","first",1,-1
"1613","USA","USA-W2D-015","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1614","USA","USA-W2D-015","have to","written","SkHo","OBJ","OBJ","second",-1,-1
"1615","USA","USA-W2D-013","need to","written","SkHo","OBJ","SUB","third",0,-1
"1616","USA","USA-W2F-016","have to","written","nov","SUB","OBJ","first",0,-1
"1617","USA","USA-W1B-007","have to","written","sl","SUB","SUB","first",1,-1
"1618","USA","USA-W2F-020","have to","written","nov","SUB","SUB","first",1,-1
"1619","USA","USA-W2C-001","need to","written","rep","SUB","SUB","third",1,-1
"1621","USA","USA-W2D-019","need to","written","SkHo","OBJ","OBJ","third",-1,-1
"1622","USA","USA-W2F-010","have to","written","nov","SUB","SUB","second",1,-1
"1623","USA","USA-W1B-013","have to","written","sl","SUB","SUB","first",1,-1
"1624","USA","USA-W1B-010","have to","written","sl","OBJ","OBJ","first",-1,-1
"1625","USA","USA-W2D-018","need to","written","SkHo","OBJ","OBJ","third",-1,-1
"1626","USA","USA-W1B-005","have to","written","sl","OBJ","OBJ","second",-1,-1
"1627","USA","USA-W2C-009","have to","written","rep","OBJ","OBJ","second",-1,-1
"1629","USA","USA-W1B-003","have to","written","sl","OBJ","OBJ","first",-1,-1
"1630","SCO","SCO-rep-071","have to","written","rep","OBJ","OBJ","third",-1,-1
"1631","SCO","SCO-ed-018","need to","written","ed","OBJ","OBJ","first",-1,-1
"1632","SCO","SCO-rep-053","need to","written","rep","OBJ","OBJ","third",-1,-1
"1633","SCO","SCO-rep-011","need to","written","rep","SUB","SUB","third",1,-1
"1634","SCO","SCO-rep-028","have to","written","rep","SUB","OBJ","third",0,-1
"1635","SCO","SCO-rep-051","(have) got to","written","rep","SUB","SUB","first",1,-1
"1636","SCO","SCO-PSoc-001","need to","written","PSoc","SUB","OBJ","third",0,-1
"1637","SCO","SCO-ASoc-001","need to","written","ASoc","SUB","SUB","first",1,-1
"1638","SCO","SCO-rep-009","have to","written","rep","OBJ","OBJ","second",-1,-1
"1639","SCO","SCO-rep-076","have to","written","rep","OBJ","OBJ","third",-1,-1
"1640","SCO","SCO-PNat-023","need to","written","PNat","SUB","SUB","third",1,-1
"1641","SCO","SCO-nov-005","have to","written","nov","SUB","OBJ","third",0,-1
"1642","SCO","SCO-rep-071","need to","written","rep","SUB","SUB","third",1,-1
"1643","SCO","SCO-PTec-020","need to","written","PTec","OBJ","OBJ","third",-1,-1
"1644","SCO","SCO-PTec-006","need to","written","PTec","X","SUB","second",0.5,-1
"1645","SCO","SCO-rep-039","need to","written","rep","OBJ","OBJ","third",-1,-1
"1646","SCO","SCO-PHum-011","need to","written","PHum","SUB","OBJ","third",0,-1
"1647","SCO","SCO-rep-012","need to","written","rep","OBJ","OBJ","third",-1,-1
"1648","SCO","SCO-rep-071","need to","written","rep","SUB","SUB","third",1,-1
"1649","SCO","SCO-ed-032","have to","written","ed","OBJ","OBJ","third",-1,-1
"1650","SCO","SCO-PNat-019","need to","written","PNat","SUB","SUB","first",1,-1
"1651","SCO","SCO-rep-056","have to","written","rep","SUB","SUB","third",1,-1
"1652","SCO","SCO-ed-019","need to","written","ed","X","SUB","first",0.5,-1
"1653","SCO","SCO-rep-039","need to","written","rep","SUB","SUB","first",1,-1
"1654","SCO","SCO-rep-069","need to","written","rep","SUB","SUB","first",1,-1
"1655","SCO","SCO-SkHo-004","have to","written","SkHo","X","OBJ","first",-0.5,-1
"1656","SCO","SCO-ed-018","need to","written","ed","SUB","OBJ","first",0,-1
"1657","SCO","SCO-ed-008","need to","written","ed","SUB","SUB","first",1,-1
"1658","SCO","SCO-PSoc-008","need to","written","PSoc","SUB","SUB","first",1,-1
"1659","SCO","SCO-PTec-013","need to","written","PTec","OBJ","SUB","second",0,-1
"1660","SCO","SCO-ed-019","have to","written","ed","SUB","SUB","first",1,-1
"1661","SCO","SCO-rep-030","have to","written","rep","SUB","SUB","second",1,-1
"1662","SCO","SCO-rep-076","need to","written","rep","SUB","SUB","first",1,-1
"1663","SCO","SCO-PTec-015","have to","written","PTec","OBJ","OBJ","third",-1,-1
"1664","SCO","SCO-PTec-015","have to","written","PTec","OBJ","OBJ","third",-1,-1
"1665","SCO","SCO-PNat-022","have to","written","PNat","OBJ","OBJ","third",-1,-1
"1666","SCO","SCO-rep-075","need to","written","rep","X","SUB","first",0.5,-1
"1667","SCO","SCO-rep-038","need to","written","rep","SUB","SUB","third",1,-1
"1668","SCO","SCO-rep-048","need to","written","rep","SUB","SUB","third",1,-1
"1669","SCO","SCO-rep-054","have to","written","rep","X","SUB","first",0.5,-1
"1670","SCO","SCO-ed-032","have to","written","ed","OBJ","OBJ","third",-1,-1
"1671","SCO","SCO-rep-013","need to","written","rep","OBJ","OBJ","third",-1,-1
"1672","SCO","SCO-rep-009","have to","written","rep","SUB","SUB","first",1,-1
"1673","SCO","SCO-rep-009","have to","written","rep","SUB","SUB","first",1,-1
"1674","SCO","SCO-rep-051","have to","written","rep","X","OBJ","first",-0.5,-1
"1675","SCO","SCO-ed-014","need to","written","ed","OBJ","SUB","third",0,-1
"1676","SCO","SCO-rep-003","have to","written","rep","OBJ","OBJ","third",-1,-1
"1677","SCO","SCO-rep-055","have to","written","rep","OBJ","OBJ","third",-1,-1
"1678","SCO","SCO-PTec-021","need to","written","PTec","SUB","SUB","first",1,-1
"1679","SCO","SCO-PSoc-002","need to","written","PSoc","OBJ","OBJ","third",-1,-1
"1680","SCO","SCO-rep-037","need to","written","rep","SUB","SUB","first",1,-1
"1681","SCO","SCO-ed-024","have to","written","ed","OBJ","OBJ","third",-1,-1
"1682","SCO","SCO-rep-013","need to","written","rep","OBJ","SUB","third",0,-1
"1683","SCO","SCO-rep-009","have to","written","rep","OBJ","SUB","second",0,-1
"1684","SCO","SCO-rep-071","have to","written","rep","OBJ","OBJ","third",-1,-1
"1685","SCO","SCO-PNat-022","have to","written","PNat","OBJ","OBJ","third",-1,-1
"1686","SCO","SCO-rep-055","have to","written","rep","SUB","SUB","third",1,-1
"1687","SCO","SCO-rep-048","need to","written","rep","SUB","SUB","first",1,-1
"1688","SCO","SCO-PNat-015","need to","written","PNat","SUB","SUB","first",1,-1
"1689","SCO","SCO-rep-008","have to","written","rep","SUB","SUB","first",1,-1
"1690","SCO","SCO-rep-043","need to","written","rep","SUB","SUB","first",1,-1
"1691","SCO","SCO-rep-057","(have) got to","written","rep","SUB","SUB","second",1,-1
"1692","SCO","SCO-rep-007","have to","written","rep","OBJ","SUB","third",0,-1
"1693","SCO","SCO-SkHo-018","must","written","SkHo","SUB","SUB","first",1,-1
"1694","SCO","SCO-sl-045","must","written","sl","SUB","SUB","first",1,-1
"1695","SCO","SCO-sl-047","must","written","sl","OBJ","SUB","first",0,-1
"1696","SCO","SCO-SkHo-022","must","written","SkHo","SUB","SUB","first",1,-1
"1697","SCO","SCO-SkHo-022","need to","written","SkHo","OBJ","SUB","second",0,-1
"1698","SCO","SCO-sl-043","have to","written","sl","SUB","SUB","third",1,-1
"1699","SCO","SCO-sl-054","have to","written","sl","OBJ","OBJ","third",-1,-1
"1700","SCO","SCO-sl-025","have to","written","sl","OBJ","SUB","first",0,-1
"1701","SCO","SCO-SkHo-010","need to","written","SkHo","SUB","SUB","first",1,-1
"1702","SCO","SCO-sl-034","have to","written","sl","SUB","SUB","first",1,-1
"1703","SCO","SCO-SkHo-014","need to","written","SkHo","OBJ","OBJ","first",-1,-1
"1704","SCO","SCO-SkHo-022","have to","written","SkHo","OBJ","SUB","first",0,-1
"1705","SCO","SCO-SkHo-018","have to","written","SkHo","OBJ","SUB","first",0,-1
"1706","SCO","SCO-SkHo-025","have to","written","SkHo","OBJ","OBJ","first",-1,-1
"1707","GB","GB-W2A-014","need to","written","ASoc","SUB","SUB","first",1,-1
"1710","GB","GB-W2E-005","need to","written","ed","SUB","SUB","third",1,-1
"1711","SCO","SCO-btal-021","must","spoken","btal","SUB","OBJ","first",0,1
"1712","SCO","SCO-btal-017","must","spoken","btal","SUB","SUB","third",1,1
"1713","SCO","SCO-bnew-005","must","spoken","bnew","SUB","SUB","third",1,1
"1714","SCO","SCO-leg-016","must","spoken","leg","OBJ","OBJ","third",-1,1
"1715","SCO","SCO-btal-026","must","spoken","btal","OBJ","OBJ","third",-1,1
"1716","SCO","SCO-leg-007","must","spoken","leg","OBJ","OBJ","third",-1,1
"1717","SCO","SCO-btal-026","must","spoken","btal","SUB","OBJ","third",0,1
"1718","SCO","SCO-btal-018","must","spoken","btal","SUB","OBJ","third",0,1
"1719","SCO","SCO-btal-028","must","spoken","btal","SUB","SUB","first",1,1
"1720","SCO","SCO-btal-024","must","spoken","btal","OBJ","OBJ","third",-1,1
"1721","SCO","SCO-btal-014","must","spoken","btal","SUB","OBJ","third",0,1
"1722","SCO","SCO-btal-036","must","spoken","btal","SUB","SUB","first",1,1
"1723","SCO","SCO-btal-014","must","spoken","btal","OBJ","SUB","first",0,1
"1724","SCO","SCO-unsp-008","must","spoken","unsp","SUB","SUB","third",1,1
"1725","SCO","SCO-btal-021","must","spoken","btal","SUB","SUB","first",1,1
"1726","SCO","SCO-btal-022","must","spoken","btal","SUB","SUB","first",1,1
"1727","SCO","SCO-btal-041","must","spoken","btal","SUB","SUB","third",1,1
"1728","SCO","SCO-leg-010","must","spoken","leg","OBJ","OBJ","first",-1,1
"1729","SCO","SCO-leg-010","must","spoken","leg","OBJ","OBJ","third",-1,1
"1730","SCO","SCO-btal-017","must","spoken","btal","SUB","SUB","third",1,1
"1731","SCO","SCO-bint-012_T1","must","spoken","bint","SUB","SUB","first",1,1
"1732","SCO","SCO-bnew-036","must","spoken","bnew","OBJ","OBJ","third",-1,1
"1733","SCO","SCO-leg-010","must","spoken","leg","OBJ","OBJ","first",-1,1
"1734","SCO","SCO-btal-026","must","spoken","btal","SUB","SUB","first",1,1
"1735","SCO","SCO-bint-014_T2","have to","spoken","bint","X","OBJ","second",-0.5,1
"1736","SCO","SCO-btal-029","have to","spoken","btal","SUB","SUB","first",1,1
"1737","SCO","SCO-btal-026","need to","spoken","btal","SUB","SUB","first",1,1
"1738","SCO","SCO-btal-027","have to","spoken","btal","SUB","OBJ","third",0,1
"1739","SCO","SCO-unsp-008","have to","spoken","unsp","SUB","SUB","third",1,1
"1740","SCO","SCO-unsp-016","need to","spoken","unsp","OBJ","OBJ","third",-1,1
"1741","SCO","SCO-unsp-016","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1742","SCO","SCO-unsp-026","have to","spoken","unsp","SUB","SUB","first",1,1
"1743","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1744","SCO","SCO-nbtal-011","have to","spoken","nbtal","SUB","SUB","third",1,1
"1745","SCO","SCO-bint-014_T2","have to","spoken","bint","OBJ","OBJ","second",-1,1
"1746","SCO","SCO-unsp-016","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1747","SCO","SCO-bint-014_T2","need to","spoken","bint","SUB","SUB","second",1,1
"1748","SCO","SCO-unsp-026","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1749","SCO","SCO-unsp-026","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1750","SCO","SCO-unsp-026","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1751","SCO","SCO-unsp-026","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1752","SCO","SCO-btal-043","have to","spoken","btal","OBJ","OBJ","third",-1,1
"1753","SCO","SCO-btal-027","need to","spoken","btal","SUB","OBJ","third",0,1
"1754","SCO","SCO-bint-014_T2","need to","spoken","bint","SUB","SUB","third",1,1
"1755","SCO","SCO-unsp-016","need to","spoken","unsp","SUB","SUB","third",1,1
"1756","SCO","SCO-bint-014_T2","(have) got to","spoken","bint","X","OBJ","third",-0.5,1
"1757","SCO","SCO-unsp-016","need to","spoken","unsp","SUB","OBJ","third",0,1
"1758","SCO","SCO-btal-027","need to","spoken","btal","OBJ","OBJ","third",-1,1
"1759","SCO","SCO-bint-014_T2","(have) got to","spoken","bint","OBJ","OBJ","third",-1,1
"1760","SCO","SCO-btal-029","have to","spoken","btal","SUB","OBJ","third",0,1
"1761","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1762","SCO","SCO-unsp-029","need to","spoken","unsp","OBJ","OBJ","third",-1,1
"1763","SCO","SCO-unsp-016","need to","spoken","unsp","OBJ","OBJ","third",-1,1
"1764","SCO","SCO-nbtal-011","have to","spoken","nbtal","SUB","SUB","first",1,1
"1765","SCO","SCO-unsp-016","have to","spoken","unsp","SUB","SUB","third",1,1
"1766","SCO","SCO-bnew-011","need to","spoken","bnew","SUB","SUB","third",1,1
"1767","SCO","SCO-btal-027","need to","spoken","btal","SUB","SUB","third",1,1
"1768","SCO","SCO-btal-029","need to","spoken","btal","OBJ","OBJ","third",-1,1
"1769","SCO","SCO-unsp-016","need to","spoken","unsp","SUB","SUB","third",1,1
"1770","SCO","SCO-bint-013_T1","need to","spoken","bint","SUB","SUB","first",1,1
"1771","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1772","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1773","SCO","SCO-btal-024","have to","spoken","btal","OBJ","OBJ","third",-1,1
"1774","SCO","SCO-bint-010_T1","have to","spoken","bint","OBJ","OBJ","third",-1,1
"1775","SCO","SCO-btal-026","have to","spoken","btal","SUB","SUB","first",1,1
"1776","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1777","SCO","SCO-dem-001","have to","spoken","dem","OBJ","OBJ","first",-1,1
"1778","SCO","SCO-bint-014_T2","(have) got to","spoken","bint","OBJ","OBJ","second",-1,1
"1779","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1780","SCO","SCO-btal-036","have to","spoken","btal","SUB","SUB","first",1,1
"1781","SCO","SCO-btal-035","have to","spoken","btal","OBJ","OBJ","third",-1,1
"1782","SCO","SCO-nbtal-011","have to","spoken","nbtal","SUB","SUB","third",1,1
"1783","SCO","SCO-btal-017","need to","spoken","btal","SUB","SUB","first",1,1
"1784","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1785","SCO","SCO-bint-006_T2","have to","spoken","bint","X","SUB","first",0.5,1
"1786","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1787","SCO","SCO-dem-009","need to","spoken","dem","SUB","OBJ","first",0,1
"1788","SCO","SCO-dem-007","have to","spoken","dem","X","OBJ","first",-0.5,1
"1789","SCO","SCO-btran-003","have to","spoken","btran","OBJ","OBJ","first",-1,1
"1790","SCO","SCO-dem-005","have to","spoken","dem","OBJ","OBJ","second",-1,1
"1791","SCO","SCO-bint-012_T1","need to","spoken","bint","SUB","OBJ","first",0,1
"1792","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1793","SCO","SCO-unsp-023","need to","spoken","unsp","OBJ","OBJ","first",-1,1
"1794","SCO","SCO-unsp-029","have to","spoken","unsp","SUB","OBJ","first",0,1
"1795","SCO","SCO-btal-021","need to","spoken","btal","SUB","OBJ","first",0,1
"1796","SCO","SCO-btal-029","need to","spoken","btal","OBJ","OBJ","second",-1,1
"1797","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1798","SCO","SCO-unsp-007","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1799","SCO","SCO-leg-006","have to","spoken","leg","SUB","SUB","second",1,1
"1800","SCO","SCO-unsp-025","need to","spoken","unsp","SUB","OBJ","first",0,1
"1801","SCO","SCO-btal-027","need to","spoken","btal","SUB","SUB","first",1,1
"1802","SCO","SCO-bint-012_T1","need to","spoken","bint","SUB","SUB","first",1,1
"1803","SCO","SCO-btal-021","have to","spoken","btal","SUB","SUB","first",1,1
"1804","SCO","SCO-nbtal-013","need to","spoken","nbtal","SUB","SUB","third",1,1
"1805","SCO","SCO-bdis-014_T1","have to","spoken","bdis","OBJ","OBJ","second",-1,1
"1806","SCO","SCO-nbtal-013","need to","spoken","nbtal","SUB","SUB","first",1,1
"1807","SCO","SCO-nbtal-013","need to","spoken","nbtal","SUB","SUB","first",1,1
